timestamp,type,mttr_sec,resolved_by
2026-03-03 14:49:47,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-03 14:55:38,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-03 15:17:21,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-03 16:41:20,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-03 17:49:46,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-03 18:43:04,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-03 18:44:26,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-03 20:24:46,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-03 21:15:00,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-03 22:15:33,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-03 22:25:17,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-03 23:40:05,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 03:52:48,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 04:03:58,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 05:04:20,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 05:42:12,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 05:42:47,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 08:00:35,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 08:18:39,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 08:36:26,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 09:34:09,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 10:24:29,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 11:04:17,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 11:25:42,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 11:37:21,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 12:11:37,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 12:42:14,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 12:49:46,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 13:05:16,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 13:28:07,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 13:34:19,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 15:02:13,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 18:58:04,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 19:18:09,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-04 22:10:14,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-04 23:34:11,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-05 00:22:32,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-05 01:07:52,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 01:10:32,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 01:14:10,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-05 03:11:02,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 03:36:23,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-05 04:44:00,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 04:46:34,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 05:26:51,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 08:32:10,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 09:20:03,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-05 09:39:20,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 10:10:36,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 10:17:10,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 10:24:22,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-05 10:31:02,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 11:36:54,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 12:03:03,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 12:33:39,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 12:54:26,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 14:47:43,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-05 16:51:57,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 18:25:31,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 18:52:42,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-05 22:14:24,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 01:13:43,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 02:20:22,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 03:05:44,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 03:08:29,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 03:29:06,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 03:36:53,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-06 04:00:07,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 04:28:04,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 07:11:48,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 07:41:00,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 11:29:14,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-06 12:35:17,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 13:45:51,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 15:17:33,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 21:44:24,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-06 21:58:48,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 23:08:59,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 23:11:00,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-06 23:12:50,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-06 23:51:05,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 00:27:21,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 01:38:16,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 02:07:16,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 03:19:01,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-07 03:55:10,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 05:48:00,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 06:22:44,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 06:54:44,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 09:02:29,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 10:54:09,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 11:25:55,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 12:17:48,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-07 12:42:02,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 12:43:11,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 12:43:35,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 15:59:12,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 16:05:31,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 17:33:53,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-07 17:57:45,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 18:13:51,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 18:38:00,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 19:47:15,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-07 20:36:36,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 20:42:21,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-07 21:32:25,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 21:55:02,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 22:01:57,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-07 22:20:29,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-07 23:08:37,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 01:25:14,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 02:23:05,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-08 03:30:14,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 06:45:59,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 07:14:25,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 10:35:59,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-08 11:11:55,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 11:42:47,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 13:23:43,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 13:51:44,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-08 13:56:34,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 14:31:45,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-08 15:10:08,HARDWARE_FAILURE,4800.05,L2_Support_Engineer
2026-03-08 15:17:19,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 18:14:46,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 18:30:12,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 19:04:17,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 19:48:41,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 20:24:47,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
2026-03-08 23:07:46,SOFTWARE_FREEZE,2700.05,L2_Support_Engineer
